"id";"question_id";"user_id";"details";"date_modified"
"493";"303";"2";"<p>bonjour</p><p>votre question n'est pas trés précise : douleurs abdominales, prise en charge et exploration ...</p><p>je suppose que ce sont les douleurs abdominales récurrentes de l'enfant qui ne requièrent que trés peu d'exploration systématique.</p><p>je vous joins un diaporama d'enseignement pour guider votre prise en charge et surtout les recommandations des critères de ROME</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-08-22 18:43:12"
"494";"302";"2";"<p>bonjour</p><p>Cette mutation peut avoir un role délétère au niveau hépatique (cholestase plutot néonatale) et pulmonaire (emphysème) mais pas au niveau digestif à notre connaissance</p><p>Devant un dilatation gastrique isolée et variable dans le temps, un sndrome des avaleurs d'air avec dyspepsie peut être évoqué.</p><p>Il est necessaire effectivement de s'assurer de l'absence d'obstacle par un togd et:ou endoscopie. Parfois un simple ""spasme pylorique"" est visualisé e nécessite une prise en charge adaptée</p><p>Merci de nous recontacter en fonction de l'évolution et du TOGD</p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-08-22 18:59:33"
"495";"302";"333";"<p>merci beaucoup</p><p>je vous donnerai des nouvelles de ce patient,</p><p>DR CPOLES</p>";"2021-08-23 08:27:13"
"496";"302";"2";"<p></p><p>Super</p><p>A tres bientot</p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-08-24 09:48:11"
"497";"304";"2";"<p>bonjour</p><p>votre question est extrêmement vaste ...!!!!</p><p>le traitement du RGO du nouveau né est le plus souvent en pratique empirique même si les recommandations voudrait qu'on l'explore. Je ne parle des simples régurgitations qu'il faut prendre en charge avec la réassurance parentale et les mesure hygiéno-diététiques bien connue.</p><p>les anti acides type alginate ont montré un effet certain et il apparaît que leur emploi est à prôner dans ce contexte. Quant à l'utilisation des IPP, les effets adverses chez le prématuré avec favorisation des ECUN doit être contre balancé par les effets positifs attendus.</p><p>A votre disposition pour une question plus précise sur le sujet</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-07 09:01:23"
"498";"305";"5";"<p>Chère Consœur,</p><p>Vous avez parfaitement appréhendé le problème de cette enfant qui est plutôt environnemental ...</p><p>Je vais néanmoins tenter de répondre à vos questions.</p><p></p><p>1) Pensez vous que ce tableau peut être compatible avec un SEIPA?</p><p>Les SEIPA chroniques sont de diagnostic compliqué car beaucoup de symptômes peuvent y être attribués. Le seul moyen diagnostique est la disparition des symptômes lors de l'exclusion de l'allergène potentiel, ici les protéines du lait de vache (PLV), et leur réapparition lors de sa réintroduction. Dans le cas de cette enfant, l'exclusion des PLV ayant été sans effet, le SEIPA peut être exclu.</p><p></p><p>2) Et de façon plus générale est-ce que devant un enfant qui présente plus de flatulence que avant ou plus gênantes des diagnostiques (syndrome de l'enfant qui avale de l'air, ou des allergies) peuvent être évoqué ?</p><p>Les flatulences coliques proviennent le plus souvent chez le nourrisson d'air avalé. Le contexte de cette enfant (pleure beaucoup, anxiété environnementale et peut-être l'utilisation d'une tétine) est propice à de l'air avalé. L'autre origine possible est la production de gaz coliques par maldigestion ou malabsorption. Une diarrhée et/ou une mauvaise croissance pondérale accompagnent alors les flatulences. Il est peu probable que ce soit le cas chez cette enfant. A noter que les éructations proviennent toujours d'air avalé car il n'y a pas de production de gaz dans l'estomac.</p><p></p><p>3) Dans le cas précis de ce nourrisson est-il licite de l'adresser à un gastro enterologue?</p><p>Non car le problème ne me semble pas gastroentérologique, tout du moins au niveau organique. Il risquerait de subir (le mot est choisi) une endoscopie digestive haute pour laquelle il n'y a aucune indication. seule l'apparition d'autres symptômes objectifs (mauvaise prise de poids, diarrhée, vomissements, etc.) justifierait une consultation spécialisée.</p><p></p><p>Cette situation est malheureusement fréquente et difficile car vous avez compris que le problème ne me semble pas organique.</p><p></p><p>Bon courage !</p><p></p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-08 14:01:37"
"499";"306";"131";"<p>Bonjour,</p><p>Je comprends qu'il s'agit d'un tableau d'APLV non-IgE médiée et non-SEIPA chez un nourrisson de 7 mois.</p><p>Les recommandations sont d'envisager 6 mois d'exclusion des PLV (recommadations ESPGHAN jointes) dans ce type d'APLV. Beaucoup d'allergologues commencent à réintroduire dès l'âge de 6 mois de façon très progressive. </p><p>Je pense donc que vous pouvez réintroduire progressivement sous réserve de vérifier que les tests cutanés (prick tests) ou IgE spécifiques dirigés contre les PLV sont négatifs. L'état clinique (diarrhée et croissance) est bien sûr à surveiller.</p><p>Bonne journée</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-09 09:49:29"
"500";"307";"131";"<p>Bonjour Georges,</p><p></p><p><em>Dientamoeba fragilis </em>est le protozoaire le plus fréquemment retrouvé dans les selles à l’âge pédiatrique mais son caractère pathogène chez l’enfant est débattu [Kalleveen et al, 2020]. En cas de symptômes, ce seraient plutôt des douleurs abdominales ou des diarrhées [Brands et al.2019]. Dans le cas présent, je ne le traiterai pas. </p><p></p><p>En revanche, le prurit (en particulier nocturne de l’enfant) peut être secondaire à la présence d’oxyures (Enterobius vermicularis). Et effectivement, une des difficultés du traitement des oxyures est la survenue de récurrences, très fréquentes. Cela peut être favorisé par des ré-infections via l’environnement (domicile mais aussi structures de garde) ou l’entourage et des auto-réinfestations. Des cas de traitement répétés pendant plus d’un an ont été décrits (gut 1994 joint)&nbsp;!</p><p>Les modes d’infection connus sont&nbsp;: l'infection directe des régions anale et périanale par contamination des ongles (autoinfection), et les vêtements de nuit souillés ; l'exposition à des œufs viables sur du linge de lit et d'autres objets environnementaux et enfin la rétroinfection où une fois les œufs éclos au niveau de la muqueuse anale, les larves migrent dans le sigmoïde côlon, et cæcum.</p><p>Le mieux est donc de traiter toute la famille du foyer en même temps, ce d’autant que la plupart des individus atteints sont asymptomatiques et de laver la literie/vêtements/doudou à 60°C. Peut-être que cela a déjà été fait pour cet enfant.</p><p>Les recommandations (ameli) sont de&nbsp;:</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;traiter simultanément tous les membres de la collectivité ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;couper court les ongles de l’enfant et les brosser régulièrement ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;dépoussiérer le domicile en passant l’aspirateur et nettoyer les surfaces lavables ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;changer les vêtements et le linge de lit le jour du traitement ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;laver à 60 °C tout le linge qui a pu être contaminé ;</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;demander à chaque membre de la famille de se laver les mains après passage aux toilettes, et avant chaque repas.</p><p>&nbsp;</p><p>La parasitologie des selles n’est pas utile car le plus souvent négative (dans 90-95% des cas). Si doute diagnostique, on peut faire un scotch test sur au moins 3 jours, mais cet examen est maintenant assez peu pratiqué. </p><p>Concernant le traitement, effectivement, on traite souvent en première intention par fluvermal. En l’absence d’efficacité, on peut traiter tout le foyer par albendazole (Zentel, attention, contre-indiqué pendant la grossesse ou si absence de contraception chez une femme en âge de procréer) ou pyrantel (Helmintox ou Combantrin en suspension buvable) en 2 prises espacées de 7 à 15 jours. A priori, pas de résistance. </p><p></p><p>Bon week-end</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-11 19:30:43"
"501";"307";"986";"<p>Je vous remercie pour votre réponse et votre réactivité.</p><p>Bonne journée.</p><p></p><p>Georges GELWANE</p><p> </p>";"2021-09-13 09:16:47"
"502";"308";"5";"<p>Cher Confrère,</p><p>Malheureusement, ces dosages d'IgG onéreux (dans les 200 €) sont largement prescrits malgré les nombreuses mises en garde que nous ne manquons pas de faire.</p><p>La présence d'IgG envers une protéine alimentaire ne témoigne en aucun cas d'une allergie. Elle est simplement le reflet d'un contact avec l'aliment en question avec le plus souvent la synthèse d'IgG 4 qui signifient que l'individu a acquis une tolérance vis-à-vis de l'aliment, et donc l'inverse d'une allergie !!</p><p>Il ne faut donc surtout pas en tenir compte et ainsi éviter les innombrables évictions alimentaire que ces dosages induisent.</p><p>Merci de nous aider à combattre ce fléau.</p><p>Je vous joins la référence d'un article récent qui confirme l'absence d'intérêt du dosage des IgG car je ne parviens malheureusement pas à le télécharger : <a href=""https://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&amp;retmode=ref&amp;cmd=prlinks&amp;id=32888527"" rel=""noopener noreferrer"" target=""_blank"" style=""background-color: rgb(255, 255, 255); color: rgb(47, 74, 139);"">J Allergy Clin Immunol Pract. 2020 Sep; 8(8): 2516–2524.</a></p><p>Cordialement.</p><p></p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-13 13:49:37"
"503";"308";"986";"<p>Merci beaucoup pour votre réponse.</p><p></p><p>Cordialement</p><p></p><p>Georges GELWANE</p><p></p>";"2021-09-13 14:37:02"
"504";"310";"3";"<p>Bonjour</p><p></p><p>La diarrhée du nourrisson est en effet un motif de consultation fréquent.</p><p>Je vous met en PJ un article qui fait le point sur cette entité paru en 2018.</p><p>""A more reliable measure is stool weight or volume, with diarrhea defined as a stool volume of &gt;20 g/ kg/d. From a practical standpoint, the presence of diarrhea can be inferred by the deviation from the daily stool pattern and by the level of dehydration and severity of electrolyte abnormalities""</p><p>On peut retenir comme définition de la diarrhée: volume de selles&gt;20g/kg/j ou une déviation par rapport aux selles habituelles associée à une déshydratation et à des anomalies electrolytique.</p><p>La diarrhée néonatal peut être d'origine infectieuse, allergique, mais aussi congénitale.</p><p>Il est important de savoir faire le diagnostic; en effet, méconnaitre une diarrhée chez un nourrisson, peu conduite à une déshydratation sévère mais aussi à une dénutrition. Une diarrhée congénitale peut mettre le pronostic vital en jeu et va nécessiter une prise en charge spécialisée.</p><p></p><p>Je vous remercie pour votre question et espère avoir répondu à vos attentes.</p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-13 23:23:35"
"505";"310";"907";"<p>Merci docteur pour votre attention</p>";"2021-09-14 00:25:53"
"506";"311";"3";"<p>Une marique est une cicatrice: elle est souple, non douloureuse, non ulcérée et ne donne pas de symptômes. Si elle est volumineuse et gene l'essuyage, elle peut effectivement bénéficier d'un geste local.</p><p>Toutefois, le problème est bien celui du diagnostic différentiel.</p><p>Des marisques inflammatoires peuvent amener au diagnostic de maladie de Crohn anale.</p><p>Les condylomes sont des lésions sur les parties anales et génitales, . Elles prennent les formes suivantes :lésions en relief : en forme de chou-fleur ou de crête de coq ; ou lésions papulaires (boutons), plates ou pigmentées, et sont liés au virus Papilloma humain (https://www.snfcp.org/informations-maladies/infections-sexuellement-transmises/condylomes-de-lanus/).</p><p>Le problème dans ce cas est double; prendre en charge et traiter l'encoprésie chez une enfant autiste, faire le diagnostic d'une lésion anale (simple marisque cicatricielle que l'on peut respecter, ou lésion à type de condylome vu sa morphologie pour laquelle un traitement peut être envisagé).</p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-14 05:47:22"
"507";"312";"5";"<p>Chère Consœur,</p><p>Le tableau que vous décrivez pourrait évoquer une forme IgE-médiée d'APLV, mais la négativité des IgE anti-PLV n'est pas en faveur de ce diagnostic.</p><p>Je vous suggère donc l'attitude suivante :</p><p>1) Vous dosez de nouveau les IgE anti-PLV, sauf si le précédent dosage est récent (moins de 3 semaines).</p><p>2) Si les IgE anti-PLV sont négatives, vous faites dès maintenant une réintroduction des PLV entières au domicile. Si des symptômes surviennent, l'APLV est confirmée, l'enfant devra être alimenté par un hydrolysat poussé (AminA est une préparation à base d'acides aminés, il n'y a pas d'indication ici) et la tolérance sera testée selon le même schéma (IgE anti-PLV ou prick test avant) tous les 2 mois à partir de l'âge de 6 mois. Si aucun symptôme ne survient dans le mois qui suit, l'APLV sera infirmée ou guérie.</p><p>3) Si les IgE anti-PLV sont positives, l'APLV sera confirmée. La tolérance sera testée entre 9 et 12 mois, si le taux des IgE diminue significativement (un avis spécialisé peut alors s'avérer nécessaire).</p><p>Je vous joins les dernières recommandations.</p><p>Bien cordialement.</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-15 18:53:26"
"508";"309";"2";"<p>bonjour</p><p>je ne vois pas de question dans votre libellé...Crossdoc réponds à des questions concernant des patients précis qui vous posent problème ou des notions d'actualités médicales.</p><p>les coliques du nourrissons représentent 20% de la population en générale (cf référence) et sont dans 2/3 des cas associées à d'autres troubles fonctionnels intestinaux.</p><p>aucun médicament n'est efficace et seul une réassurance maternelle et des régles hygièno diététique parviennent à soulager les symptomes qui sont limités dans le temps puisqu'ils ne perdurent pas au delà de 6 mois.</p><p>A votre disposition pour répondre à une question plus précise sur le sujet</p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-19 09:48:07"
"509";"313";"121";"<p></p><p>Bonjour, il n'y a pas de consensus net sur les causes d'IIA récurrentes. Un article retrouvait une fréquence de 13.8% mais indépendamment de l'existence ou non de point de fixation anatomique (Cho et coll. 2020), cependant un revue des patients retrouvait un taux de récurrence de 2.6% (Ferrantella et coll. 2020) avec cependant peu de récurrence si prise en charge chirurgicale et aucune si résection. Les causes classiques sont anatomiques (polypes, Meckel, Crohn ...) ou générales (maladies céliaque, mucoviscidose...) (Marsicovetere et coll. 2017). </p><p>Les allergies sont une cause rare mais peu de connu d'IIA avec un risque relatif de 2.6 d'après une étude (Aydin et coll 2017). La maladie caeliaque est une cause classique d'IIA avec une bonne réponse au régime sans gluten (Borkar et coll 2017). Au total il semble licite dans le cas de votre cas de proposer une éviction des protéines de lait de vache, d'attendre les résultats de la maladies céliaque et en cas de négativité de rechercher un point de fixation anatomique (par endoscopie,; vidéocapsule) même si le fait que deux des invaginations ne soient pas iléo--colique ne semble pas en faveur de cette hypothèse. </p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-20 12:42:37"
"510";"314";"131";"<p>Bonjour,</p><p>Merci pour votre question. </p><p><em>Blastocytis hominis</em> est un protozoaire que l’on retrouve assez fréquemment dans les selles (Turkeltaub 2015&nbsp;). Son caractère pathogène reste non résolue ce d’autant qu’il y a plusieurs sous-types. Certaines infections sévères et prolongées (associant diarrhée, fièvre parfois, sang dans les selles, vomissements ou douleur abdominale) sont cependant rapportées. Les recommandations actuelles sont de le traiter en cas de symptomatologie persistante et en l’absence d’autre étiologie. En cas de traitement (Sekar et al 2013), le metronidazole a été décrit comme très efficace (autour de 90%) dans 2 études randomisées contrôlées. Le problème est que dans l’étude de Nigro et al (2003) à 6 mois post-éradication, le protozoaire était plus fréquent dans le groupe traité que dans le groupe contrôle sans savoir si il s’agissait de réinfection ou de résurgence du parasite&nbsp;! Une seule étude randomisée a évalué l’intérêt du <em>Saccharomyces boulardii</em> (ultra-levure) chez l’enfant dans le traitement de <em>B.hominis</em>, en le comparant à un traitement par metronidazole et à l’absence de traitement. Le metronidazole et S boulardii était aussi efficace l’un que l’autre (Dinleyici et al 2011).</p><p>Concernant <em>D.fragilis</em> , on le retrouve également assez fréquemment e son rôle pathogène n’est pas certain. Ainsi, la plupart des experts recommande de ne rechercher <em>D.fragilis</em> qu’en cas de symptômes type douleur abdominale chronique ou diarrhée sans autre étiologie retrouvée (Kalleveen et al, 2020). Le metronidazole est en effet le traitement le plus simple à prescrire en France pour éradiquer <em>D. fragilis. </em>Les données concernant son efficacité sont partielles, mais environ 1 enfant sur 2 est de nouveau porteur du parasite à 3 mois (Kalleveen et al, 2020).&nbsp;</p><p></p><p>Ainsi, pour cet enfant de 5 ans qui a des selles explosives + glaires de façon isolée, il ne me semble pas pertinent de renouveler un traitement par flagyl. En revanche, vous pouvez peut-être essayer un traitement par ultra-levure 100mg/jour pendant 10 jours. Cette proposition ne repose cependant pas sur une étude validée!</p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-21 19:28:59"
"511";"305";"506";"<p>Merci pour la réponse, cela me conforte dans ma conviction.</p><p>En fait la mère pense que son bébé pourrait développer une SEIPA a un des aliments qu'elle consomme et dont les protéines passent dans son lait, et autre que le LDV.</p><p>Est-ce que c'est un phénomène possible? Courant? Quels aliments ont été rapportés comme responsables de SEIPA a part le lait? Faut-il se poser la question devant des nourrissons qui ont des d'inconforts digestifs avec distension abdominale.</p><p>Et sinon je regrette de ne pas avoir observé qu'il fallait clore la question, je ferai mieux la prochaine fois.</p><p>Merci encore!</p>";"2021-09-21 21:29:18"
"512";"314";"866";"<p>Je tiens à préciser que la cure de Flagyl il y a 3 mois a été donné à l'aveugle ( sans coproculture) par un confrère.</p><p>Je ne connais pas la dose exacte ni la durée du traitement qui a été prise.</p><p>Il ne semble pas y avoir d'effet dose ni durée dépendant du traitement sur l'éradication. ( êtes vous d'accord avec cela?)</p><p>Pouvez vous me rappeler la dose et durée de traitement préconisée en cas de traitement  par Métronidazole?</p><p>Je comprends que la cure d'ultra levure vise à rééquilibrer la flore intestinale, je pense que ce patient en a déjà eu, mais cela me parait raisonnable devant le peu de symptômes de réessayer  une nouvelle fois.</p><p>Merci</p><p></p><p></p><p></p><p></p><p></p>";"2021-09-22 10:58:14"
"513";"305";"5";"<p>Chère Consœur,</p><p>Autant les SEIPA aigus sont relativement aisés à diagnostiquer, autant les SEIPA chroniques peuvent prendre toutes les formes cliniques, parfois compliquées à reconnaitre. Par ailleurs, tous les aliments peuvent être responsables d'une SEIPA, ce qui majore les difficultés diagnostiques. Je vous joins les dernières recommandations à ce sujet.</p><p>Donc, oui, en théorie il est possible d'évoquer un SEIPA via le lait de mère chez votre patiente. Mais comme vous le concevez, il faut savoir raison garder et les troubles digestifs bénins de cette patiente dans un contexte familial anxieux ne sont probablement pas d'origine allergique.</p><p>Dans tous les cas, seule l'épreuve d'exclusion-réintroduction de l'aliment jugé coupable permet de confirmer ou infirmer le diagnostic. Les PLV ont été disculpées, je m'arrêterais là pour l'instant.</p><p>Bien cordialement.</p><p></p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-22 10:59:33"
"514";"314";"131";"<p>Flagyl 30mg/kg/j en 2 prises durant 7 jours. Mais encore une fois, le traitement est normalement réservé à d'exceptionnelle forme sévère sans autre explication.</p><p>Cdt</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-22 11:04:00"
"515";"313";"290";"<p>Merci de votre réponse,</p><p></p><p>Nous ne faisons pas d'ileoscopie pédiatrique à la réunion, </p><p>Vous recommanderiez coloscopie pour éliminer obstacle iléo-caecal + vidéocapsule?</p><p>Une entéro IRM est prévue mais sous anesthésie général en raison du jeune âge (2 ans et demi), préconiseriez vous plutôt une vidéocpasule , à la place de l'entéro IRM moins fiable peut-être , pour ne pas réaliser 2 AG?</p><p></p><p>merci beaucoup </p><p>cordialement,</p><p>Aude</p>";"2021-09-23 12:31:00"
"516";"316";"1";"<p>Bonjour,</p><p></p><p>La récurrence d'infection digestive à C Jejuni peut se voir, plus fréquemment en cas de déficit immunitaire (agammaglobulinémie surtout), mais aussi chez l'immunocompétent (karmali 1981, Baqar 2010, Ariganello 2013). </p><p></p><p>L'antibiothérapie du premier épisode parait tout à fait adaptée. En revanche, si le deuxième épisode s'est amendé spontanément, il ne faut pas traiter. En effet, l'antibiothérapie (Azithromycine) est indiquée en cas de diarrhée sévère, évoluant depuis moins de 3 jours (Cohen 2016). Il faut bien garder à l'esprit que le microbiote intestinal résident est le premier défenseur contre l'invasion par des pathogènes (Stamps 2021) et donc limiter l'antibiothérapie des infection digestives bactériennes invasives au stricte nécessaire, comme vous avez judicieusement fait la première fois.</p><p></p><p>En pratique donc :</p><ul><li>pas de traitement antibiotique</li><li>éventuellement dosage des Ig</li></ul><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-23 15:48:57"
"517";"317";"2";"<p>bonjour</p><p>votre demande est très vaste à propos des allergies IgE médiées.</p><p>les manifestations les plus évocatrices sont le syndrome oral (érythème et œdème péri oral voire œdème de Quincke) ou l'anaphylaxie</p><p>le taux des IgE spécifiques est important à évaluer car la décroissance va être proportionnelle à l'acquisition de tolérance permettant une réintrocution par test de provocation orale</p><p>je vous joins deux références pratiques</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-26 12:22:30"
"518";"315";"2";"<p>bonjour</p><p>votre question est très vaste ...le refus de manger du nourrisson provoque une sensation d'incompétence chez la mère avec les effets délétères qu'on imagine.</p><p>En fait il y a plusieurs types de trouble du comportement alimentaire chez le nourrisson : l'anorexie d'opposition qui fait partie du développement normal d'un nourrisson et où il est important de convaincre la mère de ne pas forcer, la peur de manger suite à un traumatisme de la sphère oro faciale quelconque, la selectivité alimentaire due à une hyperirrtabilité sensorielle en partie et le petit mangeur qui picore sans avoir faim</p><p>ces différents types sont bien décrits dans la bibliographie ci jointe</p><p>a votre disposition pour répondre à une question plus précise sur le sujet</p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-26 12:36:51"
"519";"319";"3";"<p>Bonjour</p><p></p><p>La survenue d'un psoriasis paradoxal sous anti-TNF (infliximab, adalimumab) survient dans 1.6 à 22% des patients atteints de maladie de Crohn (bien plus souvent que chez les RCH), dans les 2 ans qui suivent la mise sous anti-TNF, souvent chez un patient en rémission. Il n'a pas été retrouvé de relation entre la dose d'anti-TNF et la survenue du psoriasis paradoxal.</p><p></p><p>Si le psoriasis est invalidant, on peut lui proposer un arrêt de l'adalimumab et un relai par Stelara (qui a une efficacité dans la maladie de Crohn ET le psoriasis), avec une induction à 6mg/kg par voie intraveineuse et un entretien de 90mg par voie sous-cutanée toutes les 4 à 8 semaines en fonction de l'évolution. </p><p>Je reste disponible pour toute autre question, </p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-27 15:47:07"
"520";"319";"266";"<p>Bonjour</p><p>Merci pour votre réponse, je peux donc démarrer le Stélara même si je suis hors AMM elle a 14 ans ? Quel délai entre la dernière injection d'Humira et le début du Stélara? Merci beaucoup pour votre réponse rapide</p>";"2021-09-27 17:49:01"
"521";"319";"3";"<p></p><p>Bonjour</p><p></p><p>Oui, nous sommes hors AMM en pédiatrie pour la maladie de Crohn (le stelara a l'AMM chez l'adulte), mais pas dans le cadre du psoriasis.</p><p>Pas de délai, ce n'est pas le même mécanisme d'action.</p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-27 17:56:50"
"522";"318";"1";"<p></p><p>Bonjour,</p><p></p><p>Les hémorroïdes sont très rares chez l'enfant, un peu plus fréquentes chez l'adolescent. Les facteurs de risque associés sont bien entendu la constipation, mais aussi l'obésité et les antécédents familiaux (Yildiz 2019). </p><p></p><p>Sur le plan clinique, en plus d'un examen de la marge anale, un toucher rectal et une anuscopie sont nécessaires pour apprécier l'extension interne des hémorroïdes (Stites 2007).</p><p></p><p>Sur le plan thérapeutique, plus de la moitié des patients répondent favorablement au traitement 'conservateur' : bonne hydratation, régime adapté en fibres, laxatifs lubrifiants (ex. Lansoÿl ou huile de paraffine) et osmotiques, bains de siège et agents topiques (dermo-corticoïdes, agents anesthésiques et agents antiseptiques).</p><p></p><p>En cas de résistance au traitement médical, un traitement chirurgical peut être indiqué (Yildiz 2019).</p><p></p><p>En pratique pour votre patient, une consultation spécialisée en proctologie me semble indispensable.</p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-28 11:24:33"
"523";"320";"5";"<p>Chère Consœur,</p><p>Les vomissements peuvent être le symptôme d'un grand nombre de pathologies, mais je vais vous donner une conduite à tenir réaliste.</p><p>Dans ce contexte d'allergie sévère avec, si j'ai bien compris, une immunothérapie orale (ITO) de réintroduction des protéines du lait de vache en raison de la persistance d'une allergie, il me semble nécessaire d'éliminer dans un premier temps une œsophagite à éosinophiles que les ITO favorisent (voir publication jointe). Une endoscopie digestive est donc nécessaire.</p><p>Si ce diagnostic est exclu, le répertoire des causes devient très large. Le bilan suivant permettra de rechercher les principales :</p><ul><li>Enquête diététique pour rechercher un aliment ingéré dans les 4 heures précédant le vomissement</li><li>Bilan hépatique (hépatopathie), bilan phosphocalcique (hypersensibilité à la vitamine D, s'il est supplémenté), ionogramme sanguin (insuffisance surrénale)</li><li>IRM cérébrale</li></ul><p>Si l'ensemble de ces examens reviennent négatifs, une origine psychologique, qui est la cause la plus fréquente des vomissements chroniques sans autres symptômes associés chez l'enfant, devra être envisagée.</p><p>Cordialement.</p><p></p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-29 10:20:45"
"524";"320";"877";"<p></p><p>l irm cerebrale est prévue ce jour  </p><p>une endoscopie digestive est en attente   </p><p>le bilan sanguin que j'avais fait n'est en effet pas complet      ( bilan hepatique et phosphocalcique ) </p><p>je vous remercie beaucoup pour votre  aide     </p><p>bien confraternellement</p><p>dr Vuillemin </p><p></p>";"2021-09-29 10:36:17"
"525";"320";"5";"<p>Parfait !</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-29 12:28:47"
"526";"320";"5";"<p>Parfait !</p><p></p><p></p><p></p><p></p><p></p><p>Nous vous remercions d'avoir utilisé CrossDoc et espérons vous revoir bientôt.</p>";"2021-09-29 12:28:49"
